Date,Outfall Location,CSO_ID,TotalMinutes_combined,Volume_combined,Discharge Latitude,Discharge Longitude,Treated?,notes
01-16-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,15,0.02,NA,NA,NA,NA
01-16-2021,Draw Seven Park,MWR205,221,5.53,NA,NA,NA,NA
01-16-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,239,15.31,NA,NA,NA,NA
01-17-2022,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,120,0.36,NA,NA,NA,NA
01-17-2022,Draw Seven Park,MWR205,274,3.07,NA,NA,NA,NA
01-17-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,156,7.6,NA,NA,NA,NA
01-20-2023,Draw Seven Park,MWR205,30,0.86,NA,NA,NA,NA
01-23-2023,Draw Seven Park,MWR205,16,0.25,NA,NA,NA,NA
01-25-2020,Draw Seven Park,MWR205,126,0.31,NA,NA,NA,NA
01-26-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,185,4.08,NA,NA,NA,NA
01-26-2023,Draw Seven Park,MWR205,278,4.57,NA,NA,NA,NA
01-26-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,218,14.7,NA,NA,NA,NA
02-04-2022,Draw Seven Park,MWR205,99,4.37,NA,NA,NA,NA
02-04-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,139,8.47,NA,NA,NA,NA
02-08-2022,Draw Seven Park,MWR205,129,1.77,NA,NA,NA,NA
02-08-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,62,3.28,NA,NA,NA,NA
02-16-2021,Draw Seven Park,MWR205,18,0.45,NA,NA,NA,NA
02-27-2020,Draw Seven Park,MWR205,207,2.12,NA,NA,NA,NA
03-02-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,75,0.7,NA,NA,NA,NA
03-02-2023,Draw Seven Park,MWR205,185,0.9,NA,NA,NA,NA
03-04-2023,Draw Seven Park,MWR205,172,0.25,NA,NA,NA,NA
03-14-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,255,4.45,NA,NA,NA,NA
03-14-2023,Between Magazine Park and BU Bridge,MWR201,196,12.11,NA,NA,NA,NA
03-14-2023,Draw Seven Park,MWR205,739,16.82,NA,NA,NA,NA
03-14-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,578,47.99,NA,NA,NA,NA
03-23-2020,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,282,1.36,NA,NA,NA,NA
03-23-2020,Draw Seven Park,MWR205,366,5.15,NA,NA,NA,NA
03-23-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,344,25.25,NA,NA,NA,NA
03-25-2022,Draw Seven Park,MWR205,111,0.6,NA,NA,NA,NA
03-28-2021,Draw Seven Park,MWR205,41,1.22,NA,NA,NA,NA
04-01-2021,Draw Seven Park,MWR205,94,1.65,NA,NA,NA,NA
04-03-2020,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,148,0.02,NA,NA,NA,NA
04-03-2020,Draw Seven Park,MWR205,170,0.2,NA,NA,NA,NA
04-13-2020,Draw Seven Park,MWR205,113,0.79,NA,NA,NA,NA
04-16-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,201,1.99,NA,NA,NA,NA
04-16-2021,Draw Seven Park,MWR205,426,5.87,NA,NA,NA,NA
04-16-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,263,13.05,NA,NA,NA,NA
04-19-2022,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,15,0.04,NA,NA,NA,NA
04-19-2022,Draw Seven Park,MWR205,165,6.07,NA,NA,NA,NA
04-19-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,162,9.78,NA,NA,NA,NA
04-21-2020,Draw Seven Park,MWR205,95,0.53,NA,NA,NA,NA
04-29-2021,Draw Seven Park,MWR205,27,0.77,NA,NA,NA,NA
04-30-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,35,0.39,NA,NA,NA,NA
04-30-2023,Draw Seven Park,MWR205,217,4.25,NA,NA,NA,NA
04-30-2023,Draw Seven Park,MWR205,217,4.25,NA,NA,NA,NA
05-01-2020,Draw Seven Park,MWR205,156,2.07,NA,NA,NA,NA
05-01-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,110,5.3,NA,NA,NA,NA
05-01-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,133,8.19,NA,NA,NA,NA
05-05-2021,Draw Seven Park,MWR205,23,0.4,NA,NA,NA,NA
05-15-2020,Draw Seven Park,MWR205,121,1.08,NA,NA,NA,NA
05-20-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,180,6,NA,NA,NA,NA
05-20-2023,Draw Seven Park,MWR205,287,6.43,NA,NA,NA,NA
05-21-2023,Alewife Brook Reservation near Alewife T station,MWR003,37,0.03,42.397102,-71.144062,NA,NA
05-21-2023,Between Magazine Park and BU Bridge,MWR201,38,1.79,NA,NA,NA,NA
05-21-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,224,19.07,NA,NA,NA,NA
05-28-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,285,5.46,NA,NA,NA,NA
05-28-2021,Draw Seven Park,MWR205,490,11.18,NA,NA,NA,NA
05-28-2022,Draw Seven Park,MWR205,20,0.14,NA,NA,NA,NA
05-29-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,423,28.09,NA,NA,NA,NA
06-02-2023,Draw Seven Park,MWR205,19,0.02,NA,NA,NA,NA
06-05-2020,Draw Seven Park,MWR205,45,0.78,NA,NA,NA,NA
06-09-2022,Draw Seven Park,MWR205,124,1.03,NA,NA,NA,NA
06-10-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,10,0.03,NA,NA,NA,NA
06-10-2023,Draw Seven Park,MWR205,99,0.14,NA,NA,NA,NA
06-11-2020,Draw Seven Park,MWR205,202,2.5,NA,NA,NA,NA
06-12-2023,Draw Seven Park,MWR205,18,0.01,NA,NA,NA,NA
06-14-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,50,0.26,NA,NA,NA,NA
06-14-2023,Draw Seven Park,MWR205,121,0.84,NA,NA,NA,NA
06-17-2023,Draw Seven Park,MWR205,45,1.64,NA,NA,NA,NA
06-22-2021,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,15,0.12,42.351704,-71.092425,NA,NA
06-22-2021,Downstream end of Charles R. Esplanade,MWR020,45,0.16,42.356744,-71.076136,NA,NA
06-22-2021,Draw Seven Park,MWR205,97,4.67,NA,NA,NA,NA
06-22-2021,Middle of Charles R. Esplanade,MWR019,45,0.18,42.355018,-71.080919,NA,NA
06-22-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,235,17.65,NA,NA,NA,NA
06-22-2021,Upstream end of Charles R. Esplanade,MWR018,55,0.46,42.352763,-71.087414,NA,NA
06-27-2022,Draw Seven Park,MWR205,82,2.43,NA,NA,NA,NA
06-27-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,78,3.1,NA,NA,NA,NA
06-28-2020,Between Magazine Park and BU Bridge,MWR201,80,4.03,NA,NA,NA,NA
06-28-2020,Draw Seven Park,MWR205,171,2.1,NA,NA,NA,NA
06-28-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,236,13.16,NA,NA,NA,NA
06-29-2020,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,24,0.1,NA,NA,NA,NA
06-29-2020,Draw Seven Park,MWR205,82,3.94,NA,NA,NA,NA
06-29-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,120,5.47,NA,NA,NA,NA
07-01-2021,Draw Seven Park,MWR205,690,21.18,NA,NA,NA,NA
07-01-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,520,58.45,NA,NA,NA,NA
07-02-2021,Alewife Brook Reservation near Alewife T station,MWR003,75,3.02,42.397102,-71.144062,NA,NA
07-02-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,185,5.25,NA,NA,NA,NA
07-02-2021,Between Magazine Park and BU Bridge,MWR201,239,13.76,NA,NA,NA,NA
07-02-2021,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,86,0.91,42.351704,-71.092425,NA,NA
07-02-2021,Downstream end of Charles R. Esplanade,MWR020,56,0.38,42.356744,-71.076136,NA,NA
07-02-2021,Middle of Charles R. Esplanade,MWR019,72,0.7,42.355018,-71.080919,NA,NA
07-02-2021,Upstream end of Charles R. Esplanade,MWR018,92,1.64,42.352763,-71.087414,NA,NA
07-03-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,165,3.24,NA,NA,NA,NA
07-03-2021,Draw Seven Park,MWR205,384,9.79,NA,NA,NA,NA
07-03-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,370,26.38,NA,NA,NA,NA
07-03-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,15,0.12,NA,NA,NA,NA
07-03-2023,Draw Seven Park,MWR205,104,2.5,NA,NA,NA,NA
07-03-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,87,5.1,NA,NA,NA,NA
07-09-2021,Alewife Brook Reservation near Alewife T station,MWR003,147,0.75,42.397102,-71.144062,NA,NA
07-09-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,236,17.81,NA,NA,NA,NA
07-09-2021,Between Magazine Park and BU Bridge,MWR201,283,21.16,NA,NA,NA,NA
07-09-2021,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,287,3.61,42.351704,-71.092425,NA,NA
07-09-2021,Downstream end of Charles R. Esplanade,MWR020,136,0.07,42.356744,-71.076136,NA,NA
07-09-2021,Draw Seven Park,MWR205,430,24.81,NA,NA,NA,NA
07-09-2021,Middle of Charles R. Esplanade,MWR019,136,0.2,42.355018,-71.080919,NA,NA
07-09-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,468,57.52,NA,NA,NA,NA
07-09-2021,Upstream end of Charles R. Esplanade,MWR018,136,0.91,42.352763,-71.087414,NA,NA
07-10-2023,Draw Seven Park,MWR205,103,2.33,NA,NA,NA,NA
07-10-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,95,5.41,NA,NA,NA,NA
07-12-2021,Draw Seven Park,MWR205,130,6.02,NA,NA,NA,NA
07-12-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,210,15.98,NA,NA,NA,NA
07-14-2020,Draw Seven Park,MWR205,76,0.48,NA,NA,NA,NA
07-16-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,65,1.1,NA,NA,NA,NA
07-16-2023,Draw Seven Park,MWR205,342,3.96,NA,NA,NA,NA
07-16-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,452,16.86,NA,NA,NA,NA
07-18-2021,Draw Seven Park,MWR205,259,1.37,NA,NA,NA,NA
07-21-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,55,1.73,NA,NA,NA,NA
07-21-2023,Between Magazine Park and BU Bridge,MWR201,151,8.27,NA,NA,NA,NA
07-21-2023,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,30,0.17,42.351704,-71.092425,NA,NA
07-21-2023,Downstream end of Charles R. Esplanade,MWR020,20,0.04,42.356744,-71.076136,NA,NA
07-21-2023,Draw Seven Park,MWR205,205,9.27,NA,NA,NA,NA
07-21-2023,Middle of Charles R. Esplanade,MWR019,25,0.06,42.355018,-71.080919,NA,NA
07-21-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,299,29.2,NA,NA,NA,NA
07-21-2023,Upstream end of Charles R. Esplanade,MWR018,41,0.15,42.352763,-71.087414,NA,NA
07-22-2020,Draw Seven Park,MWR205,54,0.39,NA,NA,NA,NA
07-23-2020,Draw Seven Park,MWR205,45,1.2,NA,NA,NA,NA
07-23-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,93,4,NA,NA,NA,NA
07-25-2023,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,2,0.01,42.351704,-71.092425,NA,NA
07-25-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,116,5.44,NA,NA,NA,NA
07-27-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,20,0.31,NA,NA,NA,NA
07-27-2021,Draw Seven Park,MWR205,78,5.37,NA,NA,NA,NA
07-27-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,96,5.59,NA,NA,NA,NA
07-29-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,310,9.95,NA,NA,NA,NA
07-29-2023,Between Magazine Park and BU Bridge,MWR201,279,16.83,NA,NA,NA,NA
07-29-2023,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,180,0.72,42.351704,-71.092425,NA,NA
07-29-2023,Downstream end of Charles R. Esplanade,MWR020,35,0.09,42.356744,-71.076136,NA,NA
07-29-2023,Draw Seven Park,MWR205,532,16.35,NA,NA,NA,NA
07-29-2023,Middle of Charles R. Esplanade,MWR019,40,0.13,42.355018,-71.080919,NA,NA
07-29-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,580,55.04,NA,NA,NA,NA
07-29-2023,Upstream end of Charles R. Esplanade,MWR018,75,0.28,42.352763,-71.087414,NA,NA
08-05-2021,Draw Seven Park,MWR205,156,2.46,NA,NA,NA,NA
08-05-2021,Draw Seven Park,MWR205,156,2.46,NA,NA,NA,NA
08-08-2023,Alewife Brook Reservation near Alewife T station,MWR003,95,1.27,42.397102,-71.144062,NA,NA
08-08-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,75,3.34,NA,NA,NA,NA
08-08-2023,Between Magazine Park and BU Bridge,MWR201,182,12.67,NA,NA,NA,NA
08-08-2023,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,42,0.1,42.351704,-71.092425,NA,NA
08-08-2023,Draw Seven Park,MWR205,209,14.48,NA,NA,NA,NA
08-08-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,259,26.93,NA,NA,NA,NA
08-08-2023,Upstream end of Charles R. Esplanade,MWR018,60,0.12,42.352763,-71.087414,NA,NA
08-09-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,20,0.47,NA,NA,NA,NA
08-09-2021,Draw Seven Park,MWR205,296,3.96,NA,NA,NA,NA
08-09-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,108,3.6,NA,NA,NA,NA
08-13-2023,Draw Seven Park,MWR205,16,0.04,NA,NA,NA,NA
08-18-2023,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,5,0.07,42.351704,-71.092425,NA,NA
08-18-2023,Draw Seven Park,MWR205,81,1.24,NA,NA,NA,NA
08-18-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,98,3.93,NA,NA,NA,NA
08-19-2021,Alewife Brook Reservation near Alewife T station,MWR003,93,3.48,42.397102,-71.144062,NA,NA
08-19-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,111,15.48,NA,NA,NA,NA
08-19-2021,Between Magazine Park and BU Bridge,MWR201,143,8,NA,NA,NA,NA
08-19-2021,Draw Seven Park,MWR205,235,20.13,NA,NA,NA,NA
08-19-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,253,25.59,NA,NA,NA,NA
08-21-2023,Draw Seven Park,MWR205,34,0.61,NA,NA,NA,NA
08-22-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,60,0.57,NA,NA,NA,NA
08-22-2021,Draw Seven Park,MWR205,350,3.74,NA,NA,NA,NA
08-22-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,173,10.81,NA,NA,NA,NA
08-23-2020,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,53,0.43,NA,NA,NA,NA
08-23-2020,Draw Seven Park,MWR205,115,3.09,NA,NA,NA,NA
08-23-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,176,8.54,NA,NA,NA,NA
08-23-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,140,2.32,NA,NA,NA,NA
08-23-2021,Draw Seven Park,MWR205,295,5.77,NA,NA,NA,NA
08-23-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,229,19.52,NA,NA,NA,NA
08-24-2021,Between Magazine Park and BU Bridge,MWR201,65,1.27,NA,NA,NA,NA
08-25-2023,Between Magazine Park and BU Bridge,MWR201,41,1.78,NA,NA,NA,NA
08-25-2023,Draw Seven Park,MWR205,215,7.41,NA,NA,NA,NA
08-25-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,205,21.31,NA,NA,NA,NA
08-26-2022,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,15,0.01,42.351704,-71.092425,NA,NA
08-26-2022,Draw Seven Park,MWR205,24,0.01,NA,NA,NA,NA
08-30-2023,Draw Seven Park,MWR205,26,0.34,NA,NA,NA,NA
09-01-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,510,9.57,NA,NA,NA,NA
09-01-2021,Draw Seven Park,MWR205,1051,45.68,NA,NA,NA,NA
09-01-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,852,95.42,NA,NA,NA,NA
09-02-2021,Alewife Brook Reservation near Alewife T station,MWR003,293,13.75,42.397102,-71.144062,NA,NA
09-02-2021,Between Magazine Park and BU Bridge,MWR201,575,43.91,NA,NA,NA,NA
09-02-2021,"Boston side of river, near Fenway exit from Storrow Drive",MWR023,217,2.35,42.351704,-71.092425,NA,NA
09-02-2021,Downstream end of Charles R. Esplanade,MWR020,138,0.75,42.356744,-71.076136,NA,NA
09-02-2021,Middle of Charles R. Esplanade,MWR019,175,1.65,42.355018,-71.080919,NA,NA
09-02-2021,Upstream end of Charles R. Esplanade,MWR018,188,3.83,42.352763,-71.087414,NA,NA
09-09-2023,Draw Seven Park,MWR205,105,1.62,NA,NA,NA,NA
09-10-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,65,1.03,NA,NA,NA,NA
09-10-2021,Draw Seven Park,MWR205,264,2.54,NA,NA,NA,NA
09-10-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,136,7.3,NA,NA,NA,NA
09-13-2023,Draw Seven Park,MWR205,88,0.83,NA,NA,NA,NA
09-18-2023,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,180,2.19,NA,NA,NA,NA
09-18-2023,Draw Seven Park,MWR205,461,8.2,NA,NA,NA,NA
09-18-2023,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,318,22.59,NA,NA,NA,NA
09-19-2022,Draw Seven Park,MWR205,96,0.19,NA,NA,NA,NA
09-28-2021,Draw Seven Park,MWR205,158,4.3,NA,NA,NA,NA
09-30-2020,Draw Seven Park,MWR205,32,0.9,NA,NA,NA,NA
1-01-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,100,0.73,NA,NA,NA,NA
1-03-2017,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,131,5.35,NA,NA,NA,NA
1-03-2017,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,95,1.43,NA,NA,NA,NA
1-10-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,252,18.66,NA,NA,NA,NA
1-10-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,331,8.59,NA,NA,NA,NA
1-10-2016,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,89,NA,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
1-10-2016,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,205,2.3,NA,NA,NA,NA
1-12-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,629,30,NA,NA,NA,NA
1-12-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,396,6.94,NA,NA,NA,NA
1-13-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,95,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
1-13-2018,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,276,3.6,NA,NA,NA,NA
1-16-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,247,7.07,NA,NA,NA,NA
1-16-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,321,3.69,NA,NA,NA,NA
1-23-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,294,13.68,NA,NA,NA,NA
1-23-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,252,3.48,NA,NA,NA,NA
1-23-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,144,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
1-23-2018,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,72,0.89,NA,NA,NA,NA
1-24-2017,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,371,15.65,NA,NA,NA,NA
1-24-2017,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,372,3.32,NA,NA,NA,NA
1-24-2017,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,185,1.6,NA,NA,NA,NA
1-24-2019,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,220,-999,42.379753,-71.051689,NA,NA
1-24-2019,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,364,23,NA,NA,NA,NA
1-24-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,454,6.81,NA,NA,NA,NA
1-24-2019,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,207,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
1-24-2019,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,150,1.71,NA,NA,NA,NA
1-25-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,126,0.31,NA,NA,NA,NA
10-05-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,25,0.16,NA,NA,NA,NA
10-05-2021,Draw Seven Park,MWR205,127,5.26,NA,NA,NA,NA
10-05-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,91,3.68,NA,NA,NA,NA
10-09-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,268,6.83,NA,NA,NA,NA
10-09-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,92,0.34,NA,NA,NA,NA
10-11-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,70,1.03,NA,NA,NA,NA
10-13-2020,Draw Seven Park,MWR205,40,1.69,NA,NA,NA,NA
10-13-2020,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,127,5.86,NA,NA,NA,NA
10-13-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,40,1.69,NA,NA,NA,NA
10-13-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,127,5.86,NA,NA,NA,NA
10-13-2022,Draw Seven Park,MWR205,101,0.18,NA,NA,NA,NA
10-14-2022,Draw Seven Park,MWR205,75,2.63,NA,NA,NA,NA
10-14-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,272,14.8,NA,NA,NA,NA
10-17-2019,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,87,-999,42.379753,-71.051689,NA,NA
