Date,Outfall Location,CSO_ID,TotalMinutes_combined,Volume_combined,Discharge Latitude,Discharge Longitude,Treated?,notes
10-17-2019,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,128,9.57,NA,NA,NA,NA
10-17-2019,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,308,26.58,NA,NA,NA,NA
10-17-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,248,7.16,NA,NA,NA,NA
10-17-2019,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,195,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
10-17-2019,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,327,21.65,NA,NA,NA,NA
10-17-2020,Draw Seven Park,MWR205,341,6.96,NA,NA,NA,NA
10-17-2020,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,286,16.28,NA,NA,NA,NA
10-17-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,341,6.96,NA,NA,NA,NA
10-17-2020,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,15,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
10-17-2020,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,160,1.64,NA,NA,NA,NA
10-17-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,286,16.28,NA,NA,NA,NA
10-21-2016,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,155,13.31,NA,NA,NA,NA
10-21-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,267,28.08,NA,NA,NA,NA
10-21-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,172,4.23,NA,NA,NA,NA
10-21-2016,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,120,4.64,NA,NA,NA,NA
10-25-2017,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,126,2.1,NA,NA,NA,NA
10-25-2017,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,196,1.12,NA,NA,NA,NA
10-25-2017,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,57,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
10-26-2021,Alewife Brook Reservation near Alewife T station,MWR003,36,0.1,42.397102,-71.144062,NA,NA
10-26-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,20,0.34,NA,NA,NA,NA
10-26-2021,Draw Seven Park,MWR205,326,7.89,NA,NA,NA,NA
10-26-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,215,19.31,NA,NA,NA,NA
10-27-2018,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,25,-999,42.379753,-71.051689,NA,NA
10-27-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,326,16.96,NA,NA,NA,NA
10-27-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,416,4.66,NA,NA,NA,NA
10-27-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,207,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
10-27-2018,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,220,1.98,NA,NA,NA,NA
10-27-2019,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,215,17.79,NA,NA,NA,NA
10-27-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,227,4.99,NA,NA,NA,NA
10-27-2019,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,70,0.73,NA,NA,NA,NA
10-28-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,164,4.03,NA,NA,NA,NA
10-28-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,77,0.75,NA,NA,NA,NA
10-29-2017,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,546,60.15,NA,NA,NA,NA
10-29-2017,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,627,17.2,NA,NA,NA,NA
10-29-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,121,5.91,NA,NA,NA,NA
10-29-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,125,3.12,NA,NA,NA,NA
10-30-2017,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,316,0.683328,42.379753,-71.051689,NA,NA
10-30-2017,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,280,21.9,NA,NA,NA,NA
10-30-2017,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,179,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
10-30-2017,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,339,9.71,NA,NA,NA,NA
10-30-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,115,3.02,NA,NA,NA,NA
10-30-2021,Draw Seven Park,MWR205,518,7.31,NA,NA,NA,NA
10-30-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,304,16.97,NA,NA,NA,NA
11-01-2020,Draw Seven Park,MWR205,82,0.67,NA,NA,NA,NA
11-01-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,82,0.67,NA,NA,NA,NA
11-03-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,333,24.2,NA,NA,NA,NA
11-03-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,460,7.65,NA,NA,NA,NA
11-03-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,231,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
11-03-2018,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,155,2.39,NA,NA,NA,NA
11-05-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,69,0.37,NA,NA,NA,NA
11-06-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,77,0.3,NA,NA,NA,NA
11-09-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,272,23.59,NA,NA,NA,NA
11-09-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,425,6.24,NA,NA,NA,NA
11-09-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,276,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
11-09-2018,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,205,3.83,NA,NA,NA,NA
11-10-2018,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,155,6.17,NA,NA,NA,NA
11-12-2021,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,50,0.53,NA,NA,NA,NA
11-12-2021,Draw Seven Park,MWR205,128,1.95,NA,NA,NA,NA
11-12-2021,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,86,3.92,NA,NA,NA,NA
11-13-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,120,4.31,NA,NA,NA,NA
11-13-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,203,2.18,NA,NA,NA,NA
11-13-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,48,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
11-15-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,243,17.81,NA,NA,NA,NA
11-15-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,237,4.75,NA,NA,NA,NA
11-15-2020,Draw Seven Park,MWR205,39,0.49,NA,NA,NA,NA
11-15-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,39,0.49,NA,NA,NA,NA
11-16-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,235,14.03,NA,NA,NA,NA
11-16-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,331,3.43,NA,NA,NA,NA
11-16-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,185,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
11-16-2018,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,112,1.47,NA,NA,NA,NA
11-16-2022,Draw Seven Park,MWR205,130,1.43,NA,NA,NA,NA
11-23-2020,Between Magazine Park and BU Bridge,MWR201,67,1.01,NA,NA,NA,NA
11-23-2020,Draw Seven Park,MWR205,222,9.76,NA,NA,NA,NA
11-23-2020,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,67,1.01,NA,NA,NA,NA
11-23-2020,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,266,21.12,NA,NA,NA,NA
11-23-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,222,9.76,NA,NA,NA,NA
11-23-2020,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,145,2.66,NA,NA,NA,NA
11-23-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,266,21.12,NA,NA,NA,NA
11-24-2019,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,278,17.94,NA,NA,NA,NA
11-24-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,250,4.32,NA,NA,NA,NA
11-24-2019,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,34,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
11-24-2019,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,94,1.67,NA,NA,NA,NA
11-25-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,95,1.3,NA,NA,NA,NA
11-26-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,363,18.48,NA,NA,NA,NA
11-26-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,666,6.03,NA,NA,NA,NA
11-26-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,376,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
11-27-2018,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,275,-999,42.379753,-71.051689,NA,NA
11-27-2022,Draw Seven Park,MWR205,19,0.09,NA,NA,NA,NA
11-30-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,174,5.08,NA,NA,NA,NA
11-30-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,230,1.25,NA,NA,NA,NA
11-30-2020,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,195,5.12,NA,NA,NA,NA
11-30-2020,Draw Seven Park,MWR205,369,9.25,NA,NA,NA,NA
11-30-2020,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,278,16.55,NA,NA,NA,NA
11-30-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,369,9.25,NA,NA,NA,NA
11-30-2020,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,195,5.12,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
11-30-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,278,16.55,NA,NA,NA,NA
11-30-2022,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,20,0.24,NA,NA,NA,NA
11-30-2022,Draw Seven Park,MWR205,93,2.85,NA,NA,NA,NA
11-30-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,126,6.07,NA,NA,NA,NA
12-01-2020,Alewife Brook Reservation near Alewife T station,MWR003,22,0.01,42.397102,-71.144062,NA,NA
12-01-2020,Between Magazine Park and BU Bridge,MWR201,46,1.03,NA,NA,NA,NA
12-01-2020,MWR003,MWR003,22,0.014,42.397102,-71.144062,NA,NA
12-01-2020,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,46,1.03,NA,NA,NA,NA
12-01-2020,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,95,1.58,NA,NA,NA,NA
12-02-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,135,0.82,NA,NA,NA,NA
12-05-2020,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,190,3.03,NA,NA,NA,NA
12-05-2020,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,355,0.96,42.379753,-71.051689,NA,NA
12-05-2020,Draw Seven Park,MWR205,494,7.14,NA,NA,NA,NA
12-05-2020,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,204,15.56,NA,NA,NA,NA
12-05-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,494,7.14,NA,NA,NA,NA
12-05-2020,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,190,3.03,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
12-05-2020,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,170,2.06,NA,NA,NA,NA
12-05-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,204,15.56,NA,NA,NA,NA
12-06-2017,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,145,0.37,NA,NA,NA,NA
12-07-2022,Draw Seven Park,MWR205,18,0.14,NA,NA,NA,NA
12-14-2019,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,192,7.68,NA,NA,NA,NA
12-14-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,513,4.69,NA,NA,NA,NA
12-14-2019,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,306,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
12-16-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,128,0.73,NA,NA,NA,NA
12-16-2022,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,200,2.48,NA,NA,NA,NA
12-16-2022,Draw Seven Park,MWR205,397,2.5,NA,NA,NA,NA
12-16-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,152,6.55,NA,NA,NA,NA
12-23-2022,Draw Seven Park,MWR205,282,5.06,NA,NA,NA,NA
12-23-2022,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,176,11.05,NA,NA,NA,NA
12-25-2020,"Baxter Park/Assembly Row, just downstream of Rte. 28 Bridge",SOM007A/ MWR205A,130,2.41,NA,NA,NA,NA
12-25-2020,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,111,0.11,42.379753,-71.051689,NA,NA
12-25-2020,Draw Seven Park,MWR205,412,9.6,NA,NA,NA,NA
12-25-2020,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,217,14.71,NA,NA,NA,NA
12-25-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,412,9.6,NA,NA,NA,NA
12-25-2020,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,130,2.41,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
12-25-2020,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,466,2.46,NA,NA,NA,NA
12-25-2020,"Upper Inner Harbor, upstream of N. Washington St. bridge",MWR203,217,14.71,NA,NA,NA,NA
12-29-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,152,8.52,NA,NA,NA,NA
12-29-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,141,2.95,NA,NA,NA,NA
12-30-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,138,0.63,NA,NA,NA,NA
2-16-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,151,7.1,NA,NA,NA,NA
2-16-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,117,1.31,NA,NA,NA,NA
2-16-2016,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,81,NA,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
2-24-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,172,1.91,NA,NA,NA,NA
2-25-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,86,3.52,NA,NA,NA,NA
2-27-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,207,2.12,NA,NA,NA,NA
3-02-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,53,0.47,NA,NA,NA,NA
3-02-2018,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,912,-999,42.379753,-71.051689,NA,NA
3-02-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,432,27.65,NA,NA,NA,NA
3-02-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,670,7.35,NA,NA,NA,NA
3-02-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,251,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
3-02-2018,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,382,5.72,NA,NA,NA,NA
3-15-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,263,1.92,NA,NA,NA,NA
3-23-2020,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,344,25.25,NA,NA,NA,NA
3-23-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,366,5.15,NA,NA,NA,NA
3-23-2020,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,282,1.36,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
3-23-2020,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,278,3.2,NA,NA,NA,NA
4-01-2017,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,571,29.58,NA,NA,NA,NA
4-01-2017,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,845,8.83,NA,NA,NA,NA
4-01-2017,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,133,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
4-03-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,170,0.2,NA,NA,NA,NA
4-03-2020,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,148,0.018,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
4-06-2017,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,342,13.12,NA,NA,NA,NA
4-06-2017,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,422,3.15,NA,NA,NA,NA
4-07-2016,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,319,17.93,NA,NA,NA,NA
4-07-2016,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,341,9.21,NA,NA,NA,NA
4-13-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,113,0.79,NA,NA,NA,NA
4-15-2019,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,92,3.43,NA,NA,NA,NA
4-15-2019,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,144,8.15,NA,NA,NA,NA
4-15-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,204,2.06,NA,NA,NA,NA
4-15-2019,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,195,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
4-15-2020,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,26,0.304,NA,NA,NA,NA
4-16-2018,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,133,-999,42.379753,-71.051689,NA,NA
4-16-2018,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,208,8.5,NA,NA,NA,NA
4-16-2018,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,496,38.13,NA,NA,NA,NA
4-16-2018,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,457,9.51,NA,NA,NA,NA
4-16-2018,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,132,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
4-16-2018,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,246,4.3,NA,NA,NA,NA
4-21-2020,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,95,0.53,NA,NA,NA,NA
4-22-2019,MWR201: Cottage Farm CSO Storage and Treatment Facility Outfall,MWR201,131,5.01,NA,NA,NA,NA
4-22-2019,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,579,41.21,NA,NA,NA,NA
4-22-2019,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,700,9.79,NA,NA,NA,NA
4-22-2019,MWR205A: Somerville Marginal CSO Treatment Facility Outfall (freshwater discharge),SOM007A/MWR205A,322,-999,42.398244,-71.083419,Y,high tide relief for Somerville Marginal facility
4-22-2019,MWR215: Union Park CSO Storage and Treatment Facility Outfall,MWR215,478,6.52,NA,NA,NA,NA
4-23-2019,BOS019: Little Mystic Channel CSO Storage Facility,BOS019,77,-999,42.379753,-71.051689,NA,NA
4-25-2017,MWR203: Prison Point CSO Storage and Treatment Facility Outfall,MWR203,240,6.67,NA,NA,NA,NA
4-25-2017,MWR205: Somerville Marginal CSO Treatment Facility Outfall (marine discharge),MWR205,144,1.63,NA,NA,NA,NA
